question_id,student_answer,final_mark,Crtierion 1,Criterion 2,Criterion 3,Criterion 4,Criterion 5,Crtierion 1_num,Criterion 2_num,Criterion 3_num,Criterion 4_num,Criterion 5_num
s3_1,n=len(arr)       arr_pos=get 2d array with index and value       sort arr_pos       visited=[False]*n       swaps=0       for 0 to n           if visited[i] or arr_pos[i][1]==1:               continue           cycle_size=0           j=i                     while not visited[j]:               visited[j]=True               j=arr_pos[j][1]               cycle_size+=1           if cycle_size>1:               swaps+=(cycle_size-1)       return swaps,7,"2 - Overall logic identified ,missing the indx to val map",2,2,"1 - Understandable but messy, some of the initializations are missing",,2,2,2,1,0
s3_7,"file_name = input() # File name as the input         open the file   n = next value in file   arr = get the value into a list      result = smartCarTrade(price)   print(result)      smartCarTrade(price):             min=infinity       n=len(price)       for i in range(n):           for j in range(i+1,n):               if price[j]",4,"1-This solution is correct in logic for minimum loss,uses a brute force approach ",0-Nested loops,2-Properly skips invalid cases by only using earlier higher prices.,1-Calls smartCarTrade(price) while earlier variable is arr.,,1,0,2,1,0
s3_8,file_name = input() # File name as the input   open the file       t = get the first line           for 1 to t:               m = read next line                     n = read next line                     arr = get the next line values to array                     result = calleing groceryShopping function               print(result)          groceryShopping function             for 0 to length of arr           arr2=[]           n=m-arr[i]           if n in arr:               idx=arr.index(n)               break           arr2.append(i+1)           arr2.append(idx+1)           arr2.sort()       return arr2,7,3 - Uses needed value idea but relies on in array and index search not a proper map,1 - in and index makes it slower than expected for large n,1 - Trip loop exists but duplicates can break because index returns first match,2 - Returns 1 based indices sorted and prints result,,3,1,1,2,0
s3_9,file_name = input() # get file name   open the file   n = int(file.readline().strip())   arr = the numbers to arry   result = closestPairSum(arr)   print(result)      closestPairSum(arr):          sort arr       min=arr[1]-arr[0]       max=0       for i 0 to (n-1):           tempmin=arr[i+1]-arr[i]                   tempmax=abs(arr[i])+abs(arr[i+1])                     if tempminmax:                   max=tempmax                   maxmin=tempmax       return max,5,"2-sorting but missing,wrong tie ",1-minor inefficiency,1-n=2 not handled,1-disorganized,,2,1,1,1,0
s3_13,"t= get_input()       for _ in range(t):           n,m=map(int,input().split())           edges=[]           for _ in range(m):               x,y,r=map(int,input().split())               edges.append((x,y,r))           s=int(input())           result=shortestReach(n,edges,s)           print(*result)   import heapq      def shortestReach(n, edges, s):       graph={i: [] for i in range(1,n+1)}       for u,v,w in edges:           graph[u].append((u,w))           graph[v].append((u,w))                 dist=[float('inf')]*(n+1)       dist[s] = 0       heap=[(0,s)]       while heap:           current_dist,u=heapq.heappop(heap)           if current_dist> dist[u]:               continue           for(v,w) in graph[u]:               if dist[v]>dist[u]+w:                   dist[v]=dist[u]+w                   heapq.heappush(heap,(dist[v],v))       answer=[]       for i in range(1+n+1):           if i==s:               continue           answer.append(-1 if dist[i]==float('inf') else dist[i])       return answer",8,2 - Algorithm correctly identified,1 - Incorrect graph construction,1- Graph   initialization  only,2,1,2,1,1,2,1
s3_14,"import sys   from collections import deque      def word_ladder_length(beginWord, endWord, wordList):       # write your code here       if endWord not in wordList:           return 0       wordSet=set(wordList)       queue = deque()       queue.append((beginWord,1))       while queue:           current_word,level=queue.popleft()                     if current_word == endWord:               return level -1                             for i in range(len(current_word)):                   for c in 'abcdefghijklmnopqrstuvwxyz':                       next_word = current_word[:i]+c+current_word[i+1:]                       if next_word in wordSet:                           wordSet.remove(next_word)                           queue.append((next_word,level+1))       return 0      if __name__ == ""__main__"":       input_lines = sys.stdin.read().splitlines()          # Parse first line       beginWord, endWord = input_lines[0].split()          # Parse dictionary       n = int(input_lines[1])       wordList = input_lines[2:2 + n]          # Compute and print result       print(word_ladder_length(beginWord, endWord, wordList))",8,2 - BFS clear,2 - Gen ok but loop indentation bug,2 - Set remove efficient,1 - End check ok off by one,1 - Prints int,2,2,2,1,1
s3_4,"# === TODO #1 ===   function conflicts_with(u, slot_u, adj, assign):          for v in adj[u]:           if               assign[v] == slot_u:               return True          return False      # === TODO #2 ===   function pick_slot_for_class(u, S, adj, assign, fixed):             if           u in fixed:           return fixed[u]       for slot in range(S):           if not           conflicts_with(u,slot,adj,assign):               return slot       return -1      # === TODO #3 ===   function solve_case(N, S, edges, fixed_pairs):             adj=[[]for _ in range (N)]       for p,q in edges:           adj[p].append(q)           adj[q].append(p)          fixed={cls : slot for cls, slot in fixed_pairs}       assigned=[-1]*N          for a in range(N):           if               assigned[a]==-1:               slot = pick_slot_for_class(a,S,adj,assigned,fixed)               if                   slot == -1:                   return -1               assigned[a]=slot       return assigned",4,1 - fixed classes not pre-assigned,0 -No local search / hill-climbing / iterative improvement mentioned.,1.5 - but fixed handling missing makes the algorithm unreliable.,0.5 - Fixed constraints can be violated,0 - No output described.,1,0,1,0,0
s3_6,"# Helper function to check if a cell can be entered         function can_enter(cell, runes, o_open):             # TODO: Implement this function             # Return True if the cell can be entered with current runes and gate state             # Consider walls, doors, gates, etc.             if cell==""#"":                 return False             elif cell==""."":                 return True             elif islower(cell):                 return True              elif isupper(cell):                 x=cell.lower()                 if x==o_open:                     return True              elif cell==""O"":                 return obsedian_gate             pass                  # TODO: Handle rune collection                 if islower(cell):                     rune.append(cell)                  # TODO: Handle trigger plates                 if cell==""t"":                     obsedian_gate=True                  # TODO: Handle portal teleportation                 function check_grid(grid,cell,a,b):                     for r in range(H):                         for c in range(W):                             if cell = grid[r][c] and r,c != a,b:                                 return r,c                  if isdigit(cell):                     r,c=check_grid(grid,cell,a,b)                  get position of (a,b)",2,0.5 - Missing BFS queue loop.,1.0 - Logic for transitions incomplete.,0.0 - No ring tracking logic.,0.0 - No lexicographical path reconstruction.,0 - Output requirements not met.,0,1,0,0,0
s3_10,"function findMinCostPath(n, m, edges, start, goal):       initialize adj as an empty map       for each edge (u, v, w) in edges:           if u not in adj:               create empty map for adj[u]           if v not in adj:               create empty map for adj[v]           if v not in adj[u] or w < adj[u][v]:               adj[u][v] = w           if u not in adj[v] or w < adj[v][u]:               adj[v][u] = w          create a priority queue called heap with (0, start)       create empty set visited       create empty map dist       dist = {start: 0}             while heap is not empty:           remove cost, node with smallest cost from heap                 if node == goal:               return cost                     if node in visited:               continue               add node to visited                     if node in adj:               for neighbor in adj[node]:                   new_cost = cost + adj[node][neighbor]                   if neighbor not in dist or new_cost < dist[neighbor]:                       dist[neighbor] = new_cost                       insert (new_cost, neighbor) into heap                 return -1",9,"3 - UCS with heap + relaxation is mostly correct, but visited.add(node) is placed after continue","2 - States keeping the smallest duplicate edge, and implies an adjacency list by iterating neighbors.","2 - Correctly terminates by returning when goal is reached and returns -1 if the queue empties, and start==goal is handled by the first pop goal check.",2- Overall flow is clear,,3,2,2,2,0
s3_11,"function min_hours_to_infect_all(n, m, grid):       create an empty queue called q       create am list with m empty lists of length n       directions = [(-1,0), (1,0), (0,-1), (0,1)]          int_grid = []       for row in grid:           int_row = []           for ch in row.strip():               if ch=='Z':                   int_row.append(1)               else if ch=='H':                   int_row.append(0)               else if ch=='W':                   int_row.append(-1)               else:                   return -1           append int_row to int_grid                            for i in range(n):           for j in range(m):               if int_grid[i][j] == 1:                   put (i,j) into q                   visited[i][j] = True                                 else if int_grid[i][j] == -1:                   visited[i][j] = True          time = 0          while q is not empty:           size = q.qsize()           spread = False                 for _ in range(size):               x, y = get element from queue                         for dx, dy in directions:                   nx = x + dx                   ny = y + dy                                 if 0",5,2 - Multi source BFS clear,1 - Incomplete spread loop,1 - Walls mapped but bounds cut,1 - No 0 humans no final check,0 - No return/output,2,1,1,1,0
s3_12,"function countIslands(grid):       function isSafe(grid, r, c, visited):           row = length of grid           col = length of first row of grid           return (0",1,1 - Incomplete Answer,0,0,0,0,1,0,0,0,0
s3_4,"function conflicts_with(u, slot_u, adj, assign):       for v in adj[u]:           if assign[v] == slot_u:               return True       return False",2,0 - No actual state representation/initialization is written.,0 -No local search / hill-climbing / iterative improvement mentioned.,"1 - Correct conflict-check helper, but incomplete overall.","0 - Mentions fixed anchors in docstrings, but no enforcement logic exists.",0 - No output mentioned.,0,0,1,0,0
s3_6,"data = input() t = data[0] index = 1 dirs = [(-1, 0, 'N'), (1, 0, 'S'), (0, -1, 'W'), (0, 1, 'E')]  for (i=0, i<t i++) 	parts = first line of data 	H = parts[0] 	W = parts[1] 	K = parts[2] 	index += 1 	grid_lines = next H lines of data 	index += H 	grid = list of items in each line in grid_lines  	start_pos = None         goal_pos = None         rune_letters = set()         portals_dict = dict()  	for (r=0, r<H, r++)             for (c=0, c<W, c++)                 cell = grid[r][c]                 if (cell == 'E')                     start_pos = (r, c)                 else if (cell == 'A')                     goal_pos = (r, c)                 if (cell is a lower case letter)                     rune_letters.add(cell)                 if (cell is an upper case letter and cell not in ['E', 'A', 'O'])                     rune_letters.add(cell.lower())                 if (cell is a digit)                     portals_dict[cell].append((r, c)) 	 	if (start_pos is None or goal_pos is None)             append ""-1"" to output_lines 	    append ""-"" to output_lines             rings_output = ['0'] * K 	    output_lines.append(' '.join(rings_output))             continue  	         rune_list = sorted(rune_letters)         rune_to_bit = {}         for idx, letter in enumerate(rune_list):             rune_to_bit[letter] = (1 << idx)                  portal_to = {}         for digit, cells in portals_dict.items():             if len(cells) == 2:                 a, b = cells                 portal_to[a] = b                 portal_to[b] = a                  function can_enter(cell, runes, o_open):             if cell == '#':                 return False             else if cell == 'O':                 if o_open == False:                     return False             else if cell.isupper() and cell not in ['E', 'A', 'O']:                 if cell.lower() not in runes:                     return False             else:                 return True                              dist = {}         parent = {}          rings = [0] * K                   start_state = (start_pos[0], start_pos[1], 0, False)         dist[start_state] = 0         parent[start_state] = (None, None)         q = deque([start_state])         if K > 0:             rings[0] = 1                  goal_state = None         found = False                  while q and not found:             state = q.popleft()             r, c, runes, o_open = state             d = dist[state]                          if (r, c) == goal_pos:                 goal_state = state                 found = True                 break                          for dr, dc, move in DIRS:                 nr = r + dr                 nc = c + dc                 if not (0 <= nr < H and 0 <= nc < W):                     continue                                  cell = grid[nr][nc]                 if not can_enter(cell, runes, o_open):                     continue                                  new_runes = runes                 new_o_open = o_open                                  if cell.islower():                     if cell not in rune_list:                         runes.append(cell)                                  if cell == 't':                     o_open = True                                  if cell.isdigit():                     nr, nc = portals_dict[cell]                                                                       new_state = (nr, nc, new_runes, new_o_open)                                  if new_state not in dist:                     dist[new_state] = d + 1                     parent[new_state] = (state, move)                     if d + 1 < K:                         rings[d + 1] += 1                     q.append(new_state)          if goal_state is None:             output_lines.append(str(-1))             output_lines.append('-')         else:             moves = dist[goal_state]             output_lines.append(str(moves))                          path_chars = []             current = goal_state             while parent[current][0] is not None:                 _, move_char = parent[current]                 path_chars.append(move_char)                 current = parent[current][0]             path_chars.reverse()             path_str = ''.join(path_chars)             output_lines.append(path_str)                  rings_output = [str(ring) for ring in rings]         output_lines.append(' '.join(rings_output))      print(""\n"".join(output_lines))",7.5,1.5 - Correctly identifies BFS with full state expansion.,1,2.0 - Accurate BFS layer tracking for $K$ rings.,"1.0 - Correct reconstruction, but NWES labels used.",1.0 -correct three-line output format.,1,1,2,1,1
s3_1,3 4 2 5 1   1 2 3 4 5,0,0 - No answer,0 - No answer,0 - No answer,0 - No answer,,0,0,0,0,0
s3_8,m,0,0 - No Answer,0 - No Answer,0 - No Answer,0 - No Answer,,0,0,0,0,0
s3_9,"def closestPairSum(arr):       arr.sort()       min_dif = abs(arr[0] - arr[1])       for i in range(1, len(arr)):           dif = abs(arr[i] - arr[i - 1])           if (dif < min_dif):               min_dif = dif                     lst = []       for i in range(1, len(arr)):           dif = abs(arr[i] - arr[i - 1])           if (dif == min_dif):               lst.append([arr[i - 1], arr[i]])          sum_list = [abs(x[0]) + abs(x[1]) for x in lst]       return max(sum_list)",7.5,3-missing tie rule,2-minor inefficiency,"1.5-n=2, negatives/positives",1-return format issue,,3,2,1,1,0
s3_7,function smartCarTrade(price){       arr = copy(price)       sort(arr)       minloss = arr[1]-arr[]       for (i=1; i< length(arr)-1; i++){           loss = arr[i+1]-arr[i]           if(minloss > loss and (indexOf arr[i] in price > indexOf arr[i+1] in price) ){               minloss = loss           }       }       return loss   },6,"2-sort prices, compute adjacent gaps, and use original indices to ensure a valid buy-before-sell trade.","1-indexOf inside the loop is typically O(n), making total O(n²)",1-removing from diff makes this handling unreliable.,2-Very clear and prints an integer.,,2,1,1,2,0
s3_8,"function groceryShopping(m, arr){       for(i=0; i",0,0 - No Answer,0 - No Answer,0 - No Answer,0 - No Answer,,0,0,0,0,0
s3_9,begin   function closestPairSum(arr){      },0,0,0,0,0,,0,0,0,0,0
s3_10,"function findMinCostPath(n, m, edges, start, goal){       graph = create_graph(edges)             minHeap = [(0,start)]       visited=set()       minCost=[float('inf')]*(n+1)       minCost[start] = 0             while minHeap{           cost, node = pop first element of minHeap                     if(node == goal):               return cost                     if node in visited:               continue                     visited.add(node)                     for neighbor,weight in graph[node]:               if neighbor not in visited and cost+weight",8,4 - Correct heap-based UCS with relaxation (cost+weight < minCost[neighbor]) and proper queue updates.,1 - Graph is abstracted; duplicate-edge minimum handling isn’t stated.,"1 - Goal return is handled, but unreachable -1 and start==goal aren’t stated.","2 - Clear, readable, and correctly ordered steps.",,4,1,1,2,0
s3_2,"function gbfs_path(adj, names, tone, start_idx, exit_idx){       # TODO: implement the search described in the statement:       stack=create array with start_idx       visited=create a array with all nodes false       neighbor_idx = create a array with all nodes -1       pop_index=0       while stack:           current = pop the pop index from stack           visited[current] = True;           for i in adj[current]{               if(visited[i]==False){                   add i value to stack                   neighbor_idx[i]=current               }           }           if (len(stack)==0){               break;           }           smallest_tone=tone[stack[0]];           for i in range(len(stack)):               if(tone[stack[i]]len(stack)-1:               pop_index=0;       path=[names[exit_idx]]       idx=exit_idx       while neighbor_idx[idx]!=-1:           path.append(names[neighbor_idx[idx]]);           idx = neighbor_idx[idx];          reverse the path array          if len(path)>1:           return path       return None   }",2,0-Understands but missing clarity,1-Mostly correct minor mistakes,0-Minor inefficiencies,1-Some coverage,0-Clear correct output,0,1,0,1,0
s3_3,"function solve(N, M, grid, start_x, start_y, crystal_x, crystal_y){       directions = [(1,0),(-1,0),(0,1),(0,-1)]       dist =create N*M grid wth all value inf             def heuristic(x,y){           return abs(x-crystal_x)+abs(y-crystal_y)       }             heap=[]     push(heuristic(start_x,start_y),0,start_x,start_y) to heap             dist[start_x][start_y]=0       while heap{           f,g,x,y = heapq.heappop(heap)                     if (x==crystal_x and y==crystal_y):               print(g)               return                     for dx,dy in directions{               nx = x+dx               ny = y+dy                             if(0",4,2 - Correctly identified,"1 - No direct cost handling, PQ logic is unclear",1 - Efficient with minor issues,0 - No visited handling,0,2,1,1,0,0
s3_7,BEGIN       READ price       n = LENGTH(price)       min_loss = 1000000000000       FOR i FROM 0 TO n - 2           FOR j FROM i+1 TO n - 1               IF (price[i] > price[j]) AND (price[i] - price[j] < min_loss)                   min_loss = price[i] - price[j]               END IF           END FOR       END FOR       RETURN min_loss   END,5,"1-This solution is correct in logic for minimum loss,uses a brute force approach ",0-Nested loops,2-Properly skips invalid cases by only using earlier higher prices.,2-Very clear and prints an integer.,,1,0,2,2,0
s3_8,"BEGIN   READ m, arr   n = LENGTH(arr)       FOR i FROM 0 TO n-2           FOR j FROM i+1 TO n-1               IF arr[i] + arr[j] == m                   RETURN i+1 , j+1               END IF           END FOR       END FOR   END",5,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),1 - Uses j = i+1 so indices are distinct but trips and duplicates are not handled,2 - Returns 1 based indices in ascending order,,2,0,1,2,0
s3_9,"BEGIN       READ ARRAY arr       min_diff = 100000000, max_sum = 0       n = length(arr)       SORT arr       FOR i from 1 to n-1         IF (arr[i]- arr[i-1] == min_diff) and (abs(arr[i])+ abs(arr[i-1]) > max_sum)               max_sum = abs(arr[i])+ abs(arr[i-1])         END IF         IF arr[i]- arr[i-1] < min_diff               min_diff = arr[i]- arr[i-1]               max_sum = abs(arr[i])+ abs(arr[i-1])         END IF        ENDFOR       RETURN max_sum   END",8,"3 - Logic is sound, but the tie-breaker IF is placed before the min_diff update, potentially missing the first instance of a new minimum.",2 - Efficient O(n) single-pass scan with no extra memory storage.,1 - Arbitrary min_diff initialization is risky; no guard for n < 2.,2-clean struct,,3,2,1,2,0
s3_12,"FUNCTION isSafe(grid, r, c, visited)       row = len(grid)       col = len(grid[0])       RETURN (0",1,"1 - isSafe hinted, but DFS/BFS + 8-dir not stated",0 - No traversal/count logic shown (incomplete),0 - Boundary/visited logic cut off,0 - No edge cases,"0 - Incomplete, no output",1,0,0,0,0
s3_14,"FUNCTION word_ladder_length(beginWord, endWord, wordList)       newlist = []       dist = []       FOR word in wordList DO           d = 0           FOR i FROM 0 TO LENGTH(beginWord)DO               if beginWord[i] != word[i]:                   d += 1               END IF           END FOR           dist.append(d)       END FOR          FOR k IN 0 TO LENGTH(dist) DO:           IF dist[k] == 1:               IF wordList[k] == endWord:                 RETURN 1               END IF               newlist.append(wordList[k])           END IF       END FOR          IF len(newlist) = 0:           RETURN 0       ELSE:           FOR J IN 0 TO LENGTH(newlist) DO:               wordlist2 = [item FOR item IN wordList IF item != beginWord]               newlist[j] = word_ladder_length(newlist[j], endWord, wordlist2)           END IF       END IF             IF 0 IN newlist         RETURN 0       END IF       RETURN MIN(newlist) + 1",3,0 - DFS not BFS,1 - One letter diff logic only,0 - Repeated scans very slow,1 - Returns 0 when stuck,1 - Int return stated,0,1,0,1,1
s3_2,"FUNCTION GBFS(adj,names,tone,start,exit):         frontier = (), discovered = (), parent = [-1]*length(names)         while frontier not empty:               current = min(frontier, x : tone[x])               frontier.remove(current)                  if current = exit                   path = []                   while current != -1                       path.append(names[current])                       current = parent[current]                   end while                   reverse(path)                   return path               end if                  for i in adj[current]                   if i not in discovered                     discovered.add(i)                     parent[i] = current                     frontier.add(i)                   end if               end for           end while           return none",6,1-Explicit PQ logic,2-Minor logic mistakes,1-Efficient data structures,2,0-unclear output,1,2,1,2,0
s3_3,"function solve( N,M, grid, start_x,start_y,  crystal_x, crystal_y )       inf = 10000000       cost = [ [inf]* M] ] * N       directions = [(0,1),(0,-1),(1,0),(-1,0)]          function h_func (x , y)               return abs(x - crystal_x) + abs(y - crystal_y)             function cell_cost(c)           if c = "".""               return 1           else if c = ""T""               return 3           end if           return inf                 minheap = [ ]       minheap.push(hfunc(start_x,start_y),0,start_x,start_y)          cost[start_x][start_y] = 0             while minheap           hf, time, x, y = minheap.pop()           if (x,y) == (crystal_x,crystal_y):               display time               return           end if           for dx,dy in directions               nx = x + dx, ny = y + dy                             if 0",5,2 - Correctly identified,"1 - No direct cost handling, PQ logic is unclear",1 - No pruning,0 - No visited handling,1 - No output,2,1,1,0,1
s3_5,"Function solve_one(grid_lines, K) # grid lines = list of layout of the grid, K number of states       rows, start, goal, portal_to = parse_grid(grid_lines)         current = start         p_open = False         key_mask = 0         states = [(start[0],start[1],key_mask,p_open)]         path = """"         visited = [start]         WHILE True:               FOR d in DIRS:                   cell = (current[0]+d[0],current[1]+d[1])                   cell_obs = rows[cell[0]][cell[1]]                   new_val = key_mask                   p = p_open                   IF cell_obs == ""p"":                       p = not p_open                   ELSE IF cell_obs.isdigit():                       cell = portal_to[cell]                   ELSE IF cell_obs.islower():                       new_val += bit_for_key(cell_obs)                   cell_state = (cell[0],cell[1],new_val,p)                   cell_state = (cell[0],cell[1],key_mask,p_open)                   IF can_enter(cell_obs, key_mask, p_open) and cell_state not in states:                       current = cell                       path += d[2]                       states.append(cell_state)                       key_mask = new_val                       p_open = p",3.5,1-BFS mentioned unclear,2-most rules missing,0-no ring tracking,0-no reconstruction,0-incorrect output,1,2,0,0,0
s3_1,BEGIN   create array position array and sort it   created visited array and assign false to every index,1,1 - Overall logic hasn't identified.,0,0,0,,1,0,0,0,0
s3_8,BEGIN   create a dictionary to store the prices that make the index   iterate through the array     find the complement in each iteration by substituting each price from the given index     if the complement is present in the price array return the two integers sorted   END,7,3 - Correct complement and dictionary idea but storage and lookup steps are not clearly shown,2 - Hash approach implies O(n),1 - Distinct index and duplicates handling are not clearly stated,1 - Says sorted output but 1 based and print format are not shown,,3,2,1,1,0
s3_9,BEGIN   sort the array with respect to the absoulte values   set minimum difference=infinity and absoulte_maximum sum=0   iterate through the array   calculate absoulte difference and absolute sum   if min_diff>diff     assign diff to min_diff     assign abs_sum to max_abs_sum     else check if min_diff=diff       check if abs_sum>max_abs_sum             assign abs_sum to max_abs_sum   return max_abs_sum   END,4,1 - Sorting magnitude destroys distance.,1 - Single-pass approach is ideal.,1 - No N < 2 guard.,1-structure,,1,1,1,1,0
s3_14,"define function word_ladder_transformations with parameters beginWord, endWord and wordList:   create a set putting wors in the wordList   create a queue and add (beginWord,1)   while queue is not empty:     take (word, steps) from queue     if word is endWord:     return number of steps     for each position in currentWord:     for each letter from 'a' to 'z' :       make a new word by replacing 'i' th letter       If newWord is in wordSet:       Add it to the queue and increment the steps by 1       Remove newWord from wordSet   return 0 is endWord is never found",9,2 - BFS shortest path clear,3 - Valid gen + visited ok,2 - Uses set remove ok,1 - No endWord missing check,1 - Int output ok,2,3,2,1,1
s3_4,"for each class in order:   if class is fixed,assign its fixed slot   else assign the smallest slot not used for incompatible",5.5,1 -Mentions fixed and assignment idea,0 -No local search / hill-climbing / iterative improvement mentioned.,2 - but missing concrete conflict-check/neighbor-check procedure,1.5 - uniqueness not mentioned.,0 - No output mentioned.,1,0,2,1,0
s3_7,"BEGIN     prices = INPUT()        combPrices = COMBINATIONS(prices)     diffArr        FOR comb IN combprices         IF comb[0] < comb[1] THEN           CONTINUE         diff = comb[0] - comb[1]         APPEND(diff, diffArr)        minDiff = MININUM(diffArr)        RETURN minDiff   END",3,1-skips cases where first price < second price (profit) and computes diff = comb[0] - comb[1].,0-Generating all combinations,0-Doesn’t skip invalid pairs,2-Very clear and prints an integer.,,1,0,0,2,0
s3_8,"BEGIN     m = INPUT()     arr = INPUT()         arrComb = COMBINATIONS(arr)     arrTot        FOR comb IN arrComb         total = comb[0] + comb[1]         arrTot.append(comb)        index = arrTot.find(m)        reqComb = arrComb[idx]        firstIndex = arr.find(reqComb[0])     secondIndex = arr.find(reqComb[1])        RETURN firstIndex, secondIndex   END",1,1 - Uses combinations of values not complement map and index retrieval is incorrect,0 - Generating combinations is inefficient for large n,0 - Duplicates and distinct index handling are not shown,0 - Returns 0 based and not clearly sorted 1 based indices,,1,0,0,0,0
s3_12,"Function dfs(row, column):       if (row, column) is out of bounds OR grid[row][column] != ""L"" OR visited[row][column] == True:             Return          visited[row][column] = True          For Each of the 8 directions:             Call dfs on the neighbor cell      Function countIslands(grid):       Create a 2D array(visited) same size as input grid, all set to False          islandCount = 0          For Each row in grid:             For Each column in grid[row]:                 If grid[row][column] = ""L"" and not visited[row][column]:                       dfs(row, column)                       islandCount += 1          return islandCount",10,2 - Correct DFS + 8 directions used,3 - Full scan; DFS on new land; count increments right,"2 - Good bounds + visited stop condition, O(NM)",2 - Water-only/single-cell handled by base checks; diagonals handled,1 - Clear and returns count,2,3,2,2,1
s3_13,"Function shortestReach(n, edges, s):       Create graph as adjacency list          For Each edge (u, v, w):             Add (v, w) to graph[u]             Add (u, w) to graph[v]          Create distance array, filled with infinity       distance[s] = 0          Create a min heap and insert starting node (0, s)          While there are elements in the min heap:             Pop (distance, node) from queue                For Each neighbor of node:                 newDistance = distance + edgeWeight                    If newDistance < distance[neighbor]:                       distance[neighbor] = newDistance                       Insert (newDistance, neighbor) into the queue                For Each node from 1 to n:                 If node is not s:                       If distance[node] is infinity:                           Print -1                       Else                           Print distance[node]",10,2 - Algorithm correctly identified,2 - Correct Dijkstra core logic,2  - Efficient and correct graph represenattaion,2  - Edge  cases  are   covered,1  -  In the correct required  form,2,2,2,2,1
s3_3,"function SOLVE(N, M, grid, start_x, start_y, crystal_x, crystal_y)         current_x = start_x         current_y = start_y            while (current_x != crystal_x AND current_y != crystal_y)",6,"1 - Attempted , not a reasonable answer",,,,,1,0,0,0,0
s3_1,input n   input array      s_arr = sort array   rs_arr = sort array in reverse order      swap min element in array to correct position until array converts to s_arr or rs_arr   output min_swaps,4,"2 - Overall logic is identified, but not using cycle detection, not implementing expilicitly",0,1 - some logics are misisng,1 - using output,,2,0,1,1,0
s3_8,"input t   for a -> 1 to t:       input m,n       input cost       for b -> 1 to n:           x = b           for c-> x to n:               if (cth cost + xth cost = m):                   output x,c",3,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),0 - Uses c from x so it can reuse the same item and duplicates handling is unclear,1 - Outputs indices but 1 based and sorting are not clearly stated,,2,0,0,1,0
s3_9,"min_diff = ifinity      input array   sum = []   for x -> 1 to len(array) -1:       if absolute difference of (array[x],array[x+1])  < min_diff:         update min_diff         erase sum and equal to absolute sum       if absolute difference of (array[x],array[x+1])  = min_diff:            add absolute sum to sum      output max(sum)",1,1-not sorting,0-brute force,0,0-missing output,,1,0,0,0,0
s3_11,Begin       create a matrix for the grid           q =queue with zombie coordinates and time taken           count = count number of 'H' squares           infected = 0           if count = 0               return 0                     for each adjacent coordinate to 'Z' square:               if within grid and is 'H':                   infected = infected +1                   convert to a 'Z' square                   update q with new 'Z' square           return maximum number of hours taken stored in q unless infected = count,4,1 - BFS hinted only,1 - Missing main loop layers,1 - Bounds hinted walls missing,1 - Has 0 humans only,0 - Output unclear,1,1,1,1,0
s3_12,"function countIslands(grid):       initialize rows, cols of grid       intitialize visited[rows][cols]       island_count = 0          for r from 0 to (rows-1):           for c from 0 to (cols-1):",2,1 - Incomplete Answer,1 - Incomplete logic,,,,1,1,0,0,0
s3_2,"def gbfs_path(adj, names, tone, start_idx, exit_idx):       frontier",4,0-Understands PQ but unclear,2-Mostly correct data structures,0-Minor inefficiencies in loop,1-Some edge case coverage,1-Clear but incorrect output,0,2,0,1,1
s3_3,"def solve(N, M, grid, start_x, start_y, crystal_x, crystal_y):          create priority queue       create visited matrix of NxM initalizing all cells to infinity       while priority queue is not empty:",2,"1 - Incomplete answer, trying ",0,1 -  Using priority queue,0 - No visited handling,0,1,0,1,0,0
s3_5,"DIRS = [(-1, 0, 'U'), (1, 0, 'D'), (0, -1, 'L'), (0, 1, 'R')]      def can_enter(cell: str, keys_mask: int, p_open: bool) -> bool:       if cell == '#':           return False       if cell == 'P':                  return p_open       if cell.isupper():                      if cell is not ('S', 'G', 'P') and lowercase equivalent has been collected           return True       return True      def parse_grid(lines):       rows = 2D matrix of grid       H = height of grid       W = width of grid          for all r in rows:           if len(r) != W:               raise ValueError(""Inconsistent row widths"")                          def solve_one(grid_lines, K):                moves = 0       keys = []       plate_open = False       path = ''       q = queue()       canEnter = []       grid, Start, Goal, portal = parse_grid(grid_lines)       q.append(S)          while q is not empty:              for i in range(4):               next = current + [DIRS[i][0],DIRS[i][1]]               path.append(DIRS[i][2])                  if cell at next == Goal:                   break               if can_enter(next):                      canEnter.append(next):              for cell in canEnter:                        return moves",0,0-wrong algorithm,0-no meaningful rules,0-no ring tracking,0-no reconstruction,0-missing output,0,0,0,0,0
s3_8,start   get inputs;   pass it to the function ;       take an element from the array based on the index;       take another element from the array based on index;       if indexes aren't similar:             if sum of the elements is equal to m;                   return indexes based on 1-based indexing;,3,"1 - unclear pair checking idea, no complement map logic",0 - No efficiency details shown,1 - Mentions different indices but trips and duplicates are not handled,1 - Mentions 1 based return but sorting and output format are missing,,1,0,1,1,0
s3_9,Start   sort the array;   check pairs for the least difference;   calculate their absolute sums and store if it's the greatest;   if same difference cases occurs check for maximum absolute sum;   return absolute sum,6.5,3-missing tie rule,1-brute force comparisons,1.5-n=2 case not handled,1-return format issue,,3,1,1,1,0
